,סמל ועדה,מצביעים,פסולים,מחוז,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,מרחב משטרה,אשכול רשויות מקומיות,label
221,17,649,0,6,614.0,36.0,0.0,1.0,1273.0,1273.0,0.0,1950.0,310,1.0,1645461979.0,39.0,10001821.0,0.0,False
539,17,628,0,6,614.0,36.0,0.0,1.0,1273.0,1273.0,0.0,1950.0,310,1.0,1645461979.0,39.0,10001821.0,0.0,False
222,3,351,1,2,244.0,1.0,0.0,1.0,590.0,527.0,0.0,1949.0,330,15.0,2408677373.0,671.0,10004528.0,211.0,False
468,3,367,1,2,244.0,1.0,0.0,1.0,590.0,527.0,0.0,1949.0,330,15.0,2408677373.0,671.0,10004528.0,211.0,False
223,5,219,1,2,234.0,8.0,0.0,1.0,410.0,408.0,0.0,1956.0,310,1.0,2251371651.0,70.0,10004394.0,213.0,False
83,5,227,1,2,234.0,8.0,0.0,1.0,410.0,408.0,0.0,1956.0,310,1.0,2251371651.0,70.0,10004394.0,213.0,False
224,9,334,1,3,324.0,14.0,0.0,1.0,542.0,511.0,1.0,1949.0,330,15.0,2029770901.0,50.0,15002436.0,0.0,False
443,9,336,2,3,324.0,14.0,0.0,1.0,542.0,511.0,1.0,1949.0,330,15.0,2029770901.0,50.0,15002436.0,0.0,False
225,19,1001,5,7,0.0,72.0,145.0,1.0,1833.0,1711.0,3.0,1981.0,370,9.0,2101566821.0,368.0,10003262.0,0.0,False
1072,19,977,5,7,0.0,72.0,145.0,1.0,1833.0,1711.0,3.0,1981.0,370,9.0,2101566821.0,368.0,10003262.0,0.0,False
226,11,923,0,4,422.0,25.0,142.0,1.0,2035.0,2030.0,0.0,1952.0,191,0.0,1948865814.0,60.0,10002168.0,0.0,False
969,11,934,2,4,422.0,25.0,142.0,1.0,2035.0,2030.0,0.0,1952.0,191,0.0,1948865814.0,60.0,10002168.0,0.0,False
227,17,397,0,6,614.0,36.0,0.0,1.0,763.0,749.0,0.0,1995.0,350,0.0,1618161736.0,55.0,10001829.0,0.0,False
901,17,401,2,6,614.0,36.0,0.0,1.0,763.0,749.0,0.0,1995.0,350,0.0,1618161736.0,55.0,10001829.0,0.0,False
228,10,319,4,4,411.0,16.0,141.0,1.0,411.0,397.0,0.0,1967.0,350,0.0,1881869630.0,21.0,15000060.0,0.0,False
926,10,324,4,4,411.0,16.0,141.0,1.0,411.0,397.0,0.0,1967.0,350,0.0,1881869630.0,21.0,15000060.0,0.0,False
229,10,2932,7,4,412.0,16.0,141.0,1.0,5342.0,5259.0,2.0,1996.0,180,0.0,2014969329.0,50.0,10002155.0,0.0,False
898,10,2929,6,4,412.0,16.0,141.0,1.0,5342.0,5259.0,2.0,1996.0,180,0.0,2014969329.0,50.0,10002155.0,0.0,False
230,16,65107,492,5,513.0,0.0,123.0,1.0,128774.0,102268.0,783.0,1926.0,140,0.0,1765265859.0,1.0,10001430.0,0.0,True
1177,16,64710,554,5,513.0,0.0,123.0,1.0,128774.0,102268.0,783.0,1926.0,140,0.0,1765265859.0,1.0,10001430.0,0.0,True
231,2,620,1,7,0.0,76.0,445.0,1.0,1545.0,1538.0,2.0,1989.0,370,11.0,2096361842.0,627.0,15000586.0,0.0,False
1129,2,600,4,7,0.0,76.0,445.0,1.0,1545.0,1538.0,2.0,1989.0,370,11.0,2096361842.0,627.0,15000586.0,0.0,False
232,9,354,0,3,322.0,15.0,243.0,1.0,651.0,635.0,0.0,1889.0,310,7.0,2005972291.0,59.0,10004333.0,0.0,False
17,9,338,0,3,322.0,15.0,243.0,1.0,651.0,635.0,0.0,1889.0,310,7.0,2005972291.0,59.0,10004333.0,0.0,False
233,6,10059,44,2,246.0,99.0,241.0,2.0,20920.0,16.0,20891.0,1949.0,260,0.0,2140675939.0,10.0,10004315.0,0.0,True
882,6,9027,60,2,246.0,99.0,241.0,2.0,20920.0,16.0,20891.0,1949.0,260,0.0,2140675939.0,10.0,10004315.0,0.0,True
234,6,2846,31,2,243.0,99.0,0.0,2.0,6375.0,0.0,6375.0,1949.0,280,0.0,2174976079.0,43.0,10004315.0,0.0,True
345,6,2880,30,2,243.0,99.0,0.0,2.0,6375.0,0.0,6375.0,1949.0,280,0.0,2174976079.0,43.0,10004315.0,0.0,False
235,19,5078,13,4,421.0,99.0,142.0,2.0,9984.0,133.0,9822.0,1949.0,280,0.0,1957367322.0,26.0,15000658.0,0.0,False
449,19,4714,39,4,421.0,99.0,142.0,2.0,9984.0,133.0,9822.0,1949.0,280,0.0,1957367322.0,26.0,15000658.0,0.0,True
236,18,211,1,6,623.0,0.0,0.0,3.0,7307.0,0.0,0.0,1949.0,460,0.0,2030056900.0,0.0,15003711.0,0.0,False
685,18,207,1,6,623.0,0.0,0.0,3.0,7307.0,0.0,0.0,1949.0,460,0.0,2030056900.0,0.0,15003711.0,0.0,False
237,9,4941,56,3,324.0,99.0,0.0,2.0,14692.0,0.0,14677.0,1949.0,270,0.0,1919771586.0,0.0,10004333.0,0.0,True
388,9,3703,46,3,324.0,99.0,0.0,2.0,14692.0,0.0,14677.0,1949.0,270,0.0,1919771586.0,0.0,10004333.0,0.0,True
238,3,1527,14,2,212.0,99.0,0.0,2.0,3090.0,6.0,3083.0,1949.0,290,0.0,2420276976.0,589.0,10004528.0,211.0,False
346,3,1472,18,2,212.0,99.0,0.0,2.0,3090.0,6.0,3083.0,1949.0,290,0.0,2420276976.0,589.0,10004528.0,211.0,False
239,9,4597,20,3,324.0,99.0,0.0,2.0,11798.0,3.0,11790.0,1949.0,270,0.0,2036070063.0,31.0,15002436.0,0.0,False
450,9,4098,37,3,324.0,99.0,0.0,2.0,11798.0,3.0,11790.0,1949.0,270,0.0,2036070063.0,31.0,15002436.0,0.0,True
240,10,207,0,4,411.0,16.0,141.0,1.0,363.0,270.0,90.0,1947.0,310,2.0,1909769986.0,8.0,15000060.0,0.0,False
651,10,206,0,4,411.0,16.0,141.0,1.0,363.0,270.0,90.0,1947.0,310,2.0,1909769986.0,8.0,15000060.0,0.0,False
241,10,511,2,4,411.0,18.0,141.0,1.0,954.0,934.0,0.0,1945.0,310,1.0,1950268938.0,41.0,15000060.0,0.0,False
265,10,526,2,4,411.0,18.0,141.0,1.0,954.0,934.0,0.0,1945.0,310,1.0,1950268938.0,41.0,15000060.0,0.0,False
242,13,643,2,4,442.0,27.0,143.0,1.0,990.0,976.0,0.0,1948.0,310,1.0,1779264365.0,20.0,15002488.0,0.0,False
636,13,635,1,4,442.0,27.0,143.0,1.0,990.0,976.0,0.0,1948.0,310,1.0,1779264365.0,20.0,15002488.0,0.0,False
243,18,196,0,6,622.0,38.0,0.0,1.0,344.0,291.0,0.0,1943.0,330,15.0,1490356905.0,130.0,10001893.0,620.0,False
240,18,188,1,6,622.0,38.0,0.0,1.0,344.0,291.0,0.0,1943.0,330,15.0,1490356905.0,130.0,10001893.0,620.0,False
244,17,340,0,6,614.0,37.0,0.0,1.0,623.0,604.0,2.0,1947.0,330,15.0,1618560187.0,104.0,10001829.0,620.0,False
300,17,351,0,6,614.0,37.0,0.0,1.0,623.0,604.0,2.0,1947.0,330,15.0,1618560187.0,104.0,10001829.0,620.0,False
245,5,376,0,2,232.0,8.0,0.0,1.0,628.0,612.0,0.0,1921.0,330,15.0,2351971912.0,-7.0,10004394.0,213.0,False
54,5,380,0,2,232.0,8.0,0.0,1.0,628.0,612.0,0.0,1921.0,330,15.0,2351971912.0,-7.0,10004394.0,213.0,False
246,2,2405,10,7,0.0,73.0,445.0,1.0,5525.0,5371.0,18.0,1984.0,180,0.0,2260763967.0,364.0,10003299.0,0.0,False
1109,2,2369,6,7,0.0,73.0,445.0,1.0,5525.0,5371.0,18.0,1984.0,180,0.0,2260763967.0,364.0,10003299.0,0.0,False
247,9,526,2,3,321.0,15.0,243.0,1.0,1196.0,1182.0,0.0,1949.0,310,1.0,1960272983.0,14.0,10004333.0,0.0,False
482,9,574,3,3,321.0,15.0,243.0,1.0,1196.0,1182.0,0.0,1949.0,310,1.0,1960272983.0,14.0,10004333.0,0.0,False
248,18,249,1,6,621.0,39.0,0.0,1.0,384.0,384.0,0.0,1952.0,310,2.0,1611658959.0,110.0,10001930.0,620.0,False
956,18,238,0,6,621.0,39.0,0.0,1.0,384.0,384.0,0.0,1952.0,310,2.0,1611658959.0,110.0,10001930.0,620.0,False
249,2,710,4,7,0.0,73.0,445.0,1.0,1086.0,993.0,66.0,1980.0,370,11.0,2150863946.0,763.0,10002489.0,0.0,False
1062,2,705,7,7,0.0,73.0,445.0,1.0,1086.0,993.0,66.0,1980.0,370,11.0,2150863946.0,763.0,10002489.0,0.0,False
250,18,490,0,6,623.0,41.0,341.0,1.0,1143.0,1124.0,2.0,2004.0,370,19.0,1768358505.0,219.0,10001946.0,620.0,False
917,18,479,2,6,623.0,41.0,341.0,1.0,1143.0,1124.0,2.0,2004.0,370,19.0,1768358505.0,219.0,10001946.0,620.0,False
251,4,1154,2,2,222.0,3.0,0.0,1.0,1976.0,1954.0,0.0,1991.0,370,0.0,2414274234.0,261.0,10004552.0,214.0,False
883,4,1158,5,2,222.0,3.0,0.0,1.0,1976.0,1954.0,0.0,1991.0,370,0.0,2414274234.0,261.0,10004552.0,214.0,False
252,5,1212,0,2,237.0,9.0,0.0,1.0,1973.0,1956.0,1.0,1988.0,370,13.0,2232973632.0,211.0,10004411.0,213.0,False
879,5,1204,0,2,237.0,9.0,0.0,1.0,1973.0,1956.0,1.0,1988.0,370,13.0,2232973632.0,211.0,10004411.0,213.0,False
253,13,1380,2,4,441.0,28.0,143.0,1.0,2703.0,2651.0,0.0,1928.0,193,0.0,1812764167.0,45.0,15002488.0,420.0,False
89,13,1412,4,4,441.0,28.0,143.0,1.0,2703.0,2651.0,0.0,1928.0,193,0.0,1812764167.0,45.0,15002488.0,420.0,False
254,11,386,0,4,422.0,20.0,142.0,1.0,857.0,841.0,0.0,1925.0,330,15.0,1927366719.0,24.0,10002116.0,0.0,False
649,11,387,0,4,422.0,20.0,142.0,1.0,857.0,841.0,0.0,1925.0,330,15.0,1927366719.0,24.0,10002116.0,0.0,False
255,2,8864,27,7,0.0,99.0,445.0,1.0,17922.0,17752.0,27.0,1983.0,170,0.0,2159264036.0,550.0,10002489.0,0.0,False
1093,2,8788,30,7,0.0,99.0,445.0,1.0,17922.0,17752.0,27.0,1983.0,170,0.0,2159264036.0,550.0,10002489.0,0.0,False
256,19,249,1,4,421.0,20.0,131.0,1.0,363.0,360.0,0.0,1933.0,310,1.0,1883167498.0,50.0,10002133.0,0.0,False
134,19,251,2,4,421.0,20.0,131.0,1.0,363.0,360.0,0.0,1933.0,310,1.0,1883167498.0,50.0,10002133.0,0.0,False
257,10,732,1,4,411.0,16.0,141.0,1.0,1137.0,1111.0,0.0,1932.0,330,15.0,1938370064.0,20.0,15000060.0,0.0,False
959,10,742,1,4,411.0,16.0,141.0,1.0,1137.0,1111.0,0.0,1932.0,330,15.0,1938370064.0,20.0,15000060.0,0.0,False
258,10,667,0,4,411.0,16.0,141.0,1.0,1006.0,981.0,0.0,1932.0,330,15.0,1937069975.0,16.0,15000060.0,0.0,False
106,10,672,1,4,411.0,16.0,141.0,1.0,1006.0,981.0,0.0,1932.0,330,15.0,1937069975.0,16.0,15000060.0,0.0,False
259,4,331,3,2,294.0,71.0,0.0,1.0,703.0,678.0,1.0,1968.0,310,1.0,2641674503.0,294.0,10004579.0,211.0,False
1154,4,336,0,2,294.0,71.0,0.0,1.0,703.0,678.0,1.0,1968.0,310,1.0,2641674503.0,294.0,10004579.0,211.0,False
260,2,704,3,1,111.0,26.0,444.0,1.0,1461.0,1434.0,1.0,1950.0,310,1.0,2088063269.0,657.0,15000597.0,0.0,False
576,2,714,1,1,111.0,26.0,444.0,1.0,1461.0,1434.0,1.0,1950.0,310,1.0,2088063269.0,657.0,15000597.0,0.0,False
261,2,391,0,1,112.0,26.0,444.0,1.0,828.0,816.0,0.0,1958.0,310,6.0,1948961988.0,260.0,15000597.0,0.0,False
663,2,387,0,1,112.0,26.0,444.0,1.0,828.0,816.0,0.0,1958.0,310,6.0,1948961988.0,260.0,15000597.0,0.0,False
262,11,482,1,4,422.0,25.0,142.0,1.0,923.0,903.0,0.0,1950.0,310,1.0,1940765983.0,60.0,10002168.0,0.0,False
590,11,504,1,4,422.0,25.0,142.0,1.0,923.0,903.0,0.0,1950.0,310,1.0,1940765983.0,60.0,10002168.0,0.0,False
263,9,341,0,3,323.0,45.0,0.0,1.0,726.0,724.0,0.0,1953.0,310,9.0,2041471707.0,111.0,10004233.0,0.0,False
248,9,329,0,3,323.0,45.0,0.0,1.0,726.0,724.0,0.0,1953.0,310,9.0,2041471707.0,111.0,10004233.0,0.0,False
264,5,257,1,2,234.0,13.0,0.0,1.0,474.0,449.0,1.0,1949.0,330,15.0,2189071785.0,100.0,10004249.0,213.0,False
501,5,272,1,2,234.0,13.0,0.0,1.0,474.0,449.0,1.0,1949.0,330,15.0,2189071785.0,100.0,10004249.0,213.0,False
265,11,13891,43,4,422.0,0.0,132.0,1.0,26023.0,25658.0,32.0,1942.0,160,0.0,1860166490.0,21.0,10001516.0,0.0,True
480,11,13720,51,4,422.0,0.0,132.0,1.0,26023.0,25658.0,32.0,1942.0,160,0.0,1860166490.0,21.0,10001516.0,0.0,True
266,10,172,1,4,411.0,16.0,141.0,1.0,408.0,406.0,0.0,1958.0,310,10.0,1886069600.0,26.0,15000060.0,0.0,False
722,10,166,0,4,411.0,16.0,141.0,1.0,408.0,406.0,0.0,1958.0,310,10.0,1886069600.0,26.0,15000060.0,0.0,False
267,17,493,2,6,611.0,33.0,143.0,1.0,1022.0,1007.0,0.0,1950.0,310,1.0,1698062683.0,30.0,10001821.0,420.0,False
581,17,487,1,6,611.0,33.0,143.0,1.0,1022.0,1007.0,0.0,1950.0,310,1.0,1698062683.0,30.0,10001821.0,420.0,False
268,15,33978,117,5,512.0,0.0,122.0,1.0,60212.0,58228.0,33.0,1922.0,150,0.0,1822066430.0,3.0,10001533.0,0.0,True
1178,15,34199,108,5,512.0,0.0,122.0,1.0,60212.0,58228.0,33.0,1922.0,150,0.0,1822066430.0,3.0,10001533.0,0.0,True
269,17,239,1,6,614.0,36.0,0.0,1.0,470.0,450.0,0.0,1942.0,330,15.0,1632461117.0,75.0,10001829.0,0.0,False
232,17,234,0,6,614.0,36.0,0.0,1.0,470.0,450.0,0.0,1942.0,330,15.0,1632461117.0,75.0,10001829.0,0.0,False
270,5,553,2,2,234.0,9.0,0.0,1.0,935.0,922.0,0.0,1926.0,330,15.0,2202173114.0,65.0,10004411.0,213.0,False
78,5,560,1,2,234.0,9.0,0.0,1.0,935.0,922.0,0.0,1926.0,330,15.0,2202173114.0,65.0,10004411.0,213.0,False
271,3,242,0,2,213.0,1.0,0.0,1.0,441.0,390.0,0.0,1949.0,330,15.0,2582276940.0,97.0,10004540.0,211.0,False
18,3,242,1,2,213.0,1.0,0.0,1.0,441.0,390.0,0.0,1949.0,330,15.0,2582276940.0,97.0,10004540.0,211.0,False
272,5,210,0,2,234.0,8.0,0.0,1.0,386.0,384.0,0.0,1956.0,310,1.0,2232471829.0,64.0,10004394.0,213.0,False
87,5,188,0,2,234.0,8.0,0.0,1.0,386.0,384.0,0.0,1956.0,310,1.0,2232471829.0,64.0,10004394.0,213.0,False
273,5,227,1,2,232.0,8.0,0.0,1.0,458.0,451.0,0.0,1949.0,350,0.0,2339371720.0,-23.0,10004394.0,213.0,False
316,5,201,2,2,232.0,8.0,0.0,1.0,458.0,451.0,0.0,1949.0,350,0.0,2339371720.0,-23.0,10004394.0,213.0,False
274,13,13122,63,4,441.0,99.0,143.0,1.0,28092.0,27403.0,118.0,1884.0,160,0.0,1792663560.0,30.0,15002488.0,420.0,True
997,13,12954,63,4,441.0,99.0,143.0,1.0,28092.0,27403.0,118.0,1884.0,160,0.0,1792663560.0,30.0,15002488.0,420.0,True
275,3,234,0,2,211.0,1.0,0.0,1.0,370.0,358.0,0.0,1951.0,330,15.0,2607478109.0,69.0,10004591.0,211.0,False
635,3,229,2,2,211.0,1.0,0.0,1.0,370.0,358.0,0.0,1951.0,330,15.0,2607478109.0,69.0,10004591.0,211.0,False
276,6,267,0,2,244.0,52.0,0.0,1.0,428.0,419.0,6.0,1950.0,310,1.0,2224377349.0,340.0,10004302.0,212.0,False
547,6,252,1,2,244.0,52.0,0.0,1.0,428.0,419.0,6.0,1950.0,310,1.0,2224377349.0,340.0,10004302.0,212.0,False
277,6,108,1,2,244.0,52.0,0.0,1.0,186.0,178.0,1.0,1980.0,350,0.0,2236377386.0,340.0,10004302.0,212.0,False
821,6,106,0,2,244.0,52.0,0.0,1.0,186.0,178.0,1.0,1980.0,350,0.0,2236377386.0,340.0,10004302.0,212.0,False
278,5,450,0,2,233.0,9.0,0.0,1.0,725.0,691.0,0.0,1948.0,330,15.0,2422172722.0,101.0,10004394.0,213.0,False
329,5,456,1,2,233.0,9.0,0.0,1.0,725.0,691.0,0.0,1948.0,330,15.0,2422172722.0,101.0,10004394.0,213.0,False
279,12,207,1,4,432.0,30.0,143.0,1.0,286.0,277.0,2.0,1945.0,330,15.0,1925264268.0,111.0,10002228.0,0.0,False
257,12,205,1,4,432.0,30.0,143.0,1.0,286.0,277.0,2.0,1945.0,330,15.0,1925264268.0,111.0,10002228.0,0.0,False
280,17,423,0,6,614.0,36.0,0.0,1.0,970.0,947.0,0.0,1949.0,310,1.0,1624261519.0,48.0,10001829.0,0.0,False
503,17,447,0,6,614.0,36.0,0.0,1.0,970.0,947.0,0.0,1949.0,310,1.0,1624261519.0,48.0,10001829.0,0.0,False
281,13,217,1,4,441.0,28.0,143.0,1.0,363.0,360.0,0.0,1933.0,350,0.0,1811964406.0,37.0,10002241.0,420.0,False
125,13,207,0,4,441.0,28.0,143.0,1.0,363.0,360.0,0.0,1933.0,350,0.0,1811964406.0,37.0,10002241.0,420.0,False
282,2,113,0,1,112.0,26.0,0.0,1.0,204.0,202.0,0.0,1968.0,350,0.0,1943163471.0,181.0,15000597.0,0.0,False
698,2,115,0,1,112.0,26.0,0.0,1.0,204.0,202.0,0.0,1968.0,350,0.0,1943163471.0,181.0,15000597.0,0.0,False
283,6,693,0,2,242.0,56.0,241.0,1.0,1029.0,1004.0,0.0,1980.0,370,9.0,2224475646.0,204.0,10004465.0,210.0,False
810,6,664,0,2,242.0,56.0,241.0,1.0,1029.0,1004.0,0.0,1980.0,370,9.0,2224475646.0,204.0,10004465.0,210.0,False
284,18,775,4,6,622.0,42.0,344.0,1.0,1437.0,1433.0,0.0,1949.0,310,1.0,1668758193.0,126.0,10001893.0,620.0,False
529,18,762,1,6,622.0,42.0,344.0,1.0,1437.0,1433.0,0.0,1949.0,310,1.0,1668758193.0,126.0,10001893.0,620.0,False
285,4,371,1,2,221.0,6.0,0.0,1.0,593.0,568.0,3.0,1937.0,330,15.0,2493075035.0,-214.0,10004552.0,214.0,False
168,4,377,2,2,221.0,6.0,0.0,1.0,593.0,568.0,3.0,1937.0,330,15.0,2493075035.0,-214.0,10004552.0,214.0,False
286,5,379,2,2,234.0,9.0,0.0,1.0,707.0,665.0,17.0,1922.0,330,15.0,2244572993.0,79.0,10004411.0,213.0,False
57,5,384,2,2,234.0,9.0,0.0,1.0,707.0,665.0,17.0,1922.0,330,15.0,2244572993.0,79.0,10004411.0,213.0,False
287,12,519,2,4,432.0,25.0,142.0,1.0,902.0,878.0,2.0,1949.0,310,1.0,1919965223.0,49.0,10002261.0,0.0,False
644,12,522,2,4,432.0,25.0,142.0,1.0,902.0,878.0,2.0,1949.0,310,1.0,1919965223.0,49.0,10002261.0,0.0,False
288,6,139,1,2,243.0,52.0,0.0,1.0,286.0,247.0,0.0,1980.0,370,13.0,2236176356.0,409.0,10004484.0,212.0,False
812,6,137,5,2,243.0,52.0,0.0,1.0,286.0,247.0,0.0,1980.0,370,13.0,2236176356.0,409.0,10004484.0,212.0,False
289,5,195,0,7,0.0,75.0,0.0,1.0,476.0,474.0,0.0,1973.0,310,9.0,2375966764.0,252.0,10003262.0,0.0,False
1049,5,194,0,7,0.0,75.0,0.0,1.0,476.0,474.0,0.0,1973.0,310,9.0,2375966764.0,252.0,10003262.0,0.0,False
290,17,327,1,6,611.0,35.0,0.0,1.0,549.0,526.0,0.0,1946.0,330,15.0,1856261577.0,180.0,10001813.0,420.0,False
275,17,318,0,6,611.0,35.0,0.0,1.0,549.0,526.0,0.0,1946.0,330,15.0,1856261577.0,180.0,10001813.0,420.0,False
291,2,91,1,7,0.0,75.0,0.0,1.0,178.0,150.0,16.0,1970.0,330,15.0,2424165627.0,-261.0,10003262.0,0.0,False
1042,2,89,1,7,0.0,75.0,0.0,1.0,178.0,150.0,16.0,1970.0,330,15.0,2424165627.0,-261.0,10003262.0,0.0,False
292,15,275,0,5,511.0,19.0,121.0,1.0,520.0,516.0,0.0,1943.0,330,15.0,1842067381.0,34.0,10001605.0,0.0,False
236,15,264,2,5,511.0,19.0,121.0,1.0,520.0,516.0,0.0,1943.0,330,15.0,1842067381.0,34.0,10001605.0,0.0,False
293,5,284,0,2,236.0,13.0,0.0,1.0,490.0,472.0,1.0,1945.0,330,15.0,2074471810.0,168.0,10004394.0,213.0,False
256,5,274,0,2,236.0,13.0,0.0,1.0,490.0,472.0,1.0,1945.0,330,15.0,2074471810.0,168.0,10004394.0,213.0,False
294,12,553,1,4,431.0,25.0,142.0,1.0,1206.0,1206.0,0.0,1950.0,310,8.0,1945464834.0,86.0,10002261.0,0.0,False
538,12,551,0,4,431.0,25.0,142.0,1.0,1206.0,1206.0,0.0,1950.0,310,8.0,1945464834.0,86.0,10002261.0,0.0,False
295,13,291,0,4,441.0,32.0,143.0,1.0,614.0,609.0,0.0,1953.0,310,10.0,1717663473.0,35.0,10001821.0,0.0,False
721,13,277,0,4,441.0,32.0,143.0,1.0,614.0,609.0,0.0,1953.0,310,10.0,1717663473.0,35.0,10001821.0,0.0,False
296,9,488,2,3,324.0,14.0,0.0,1.0,840.0,831.0,1.0,1934.0,310,10.0,2000870764.0,38.0,10004261.0,0.0,False
144,9,502,0,3,324.0,14.0,0.0,1.0,840.0,831.0,1.0,1934.0,310,10.0,2000870764.0,38.0,10004261.0,0.0,False
297,19,422,0,4,421.0,20.0,141.0,1.0,834.0,821.0,3.0,1935.0,310,1.0,1912867798.0,49.0,10002133.0,0.0,False
152,19,433,0,4,421.0,20.0,141.0,1.0,834.0,821.0,3.0,1935.0,310,1.0,1912867798.0,49.0,10002133.0,0.0,False
298,10,497,0,4,412.0,16.0,141.0,1.0,990.0,975.0,0.0,1949.0,310,1.0,1996469519.0,27.0,15000060.0,0.0,False
527,10,476,0,4,412.0,16.0,141.0,1.0,990.0,975.0,0.0,1949.0,310,1.0,1996469519.0,27.0,15000060.0,0.0,False
299,13,12372,42,4,441.0,99.0,143.0,1.0,23752.0,22931.0,69.0,1931.0,160,0.0,1724863297.0,29.0,10001821.0,0.0,True
101,13,12192,60,4,441.0,99.0,143.0,1.0,23752.0,22931.0,69.0,1931.0,160,0.0,1724863297.0,29.0,10001821.0,0.0,True
300,5,1492,3,2,232.0,8.0,0.0,1.0,2704.0,2635.0,5.0,1987.0,190,0.0,2319971531.0,117.0,10004394.0,213.0,False
870,5,1502,15,2,232.0,8.0,0.0,1.0,2704.0,2635.0,5.0,1987.0,190,0.0,2319971531.0,117.0,10004394.0,213.0,False
301,13,206,0,4,442.0,27.0,143.0,1.0,688.0,684.0,0.0,1950.0,310,1.0,1775365029.0,29.0,15002488.0,0.0,False
209,13,202,0,4,442.0,27.0,143.0,1.0,688.0,684.0,0.0,1950.0,310,1.0,1775365029.0,29.0,15002488.0,0.0,False
302,13,323,0,4,441.0,28.0,143.0,1.0,572.0,528.0,0.0,1927.0,330,15.0,1810764287.0,37.0,15002488.0,420.0,False
86,13,319,1,4,441.0,28.0,143.0,1.0,572.0,528.0,0.0,1927.0,330,15.0,1810764287.0,37.0,15002488.0,420.0,False
303,9,674,1,3,324.0,14.0,0.0,1.0,929.0,909.0,1.0,1913.0,330,15.0,1955870649.0,16.0,10004261.0,0.0,False
44,9,684,0,3,324.0,14.0,0.0,1.0,929.0,909.0,1.0,1913.0,330,15.0,1955870649.0,16.0,10004261.0,0.0,False
304,12,269,1,4,432.0,40.0,133.0,1.0,589.0,586.0,0.0,1953.0,310,10.0,1839465836.0,23.0,10002207.0,0.0,False
620,12,267,0,4,432.0,40.0,133.0,1.0,589.0,586.0,0.0,1953.0,310,10.0,1839465836.0,23.0,10002207.0,0.0,False
305,10,545,1,4,411.0,18.0,141.0,1.0,960.0,950.0,0.0,1964.0,350,0.0,1908469191.0,41.0,15000060.0,0.0,False
393,10,545,1,4,411.0,18.0,141.0,1.0,960.0,950.0,0.0,1964.0,350,0.0,1908469191.0,41.0,15000060.0,0.0,False
306,12,202,0,4,432.0,30.0,143.0,1.0,321.0,319.0,0.0,1958.0,350,0.0,1862764289.0,80.0,10002241.0,0.0,False
734,12,203,1,4,432.0,30.0,143.0,1.0,321.0,319.0,0.0,1958.0,350,0.0,1862764289.0,80.0,10002241.0,0.0,False
307,13,367,0,4,441.0,31.0,143.0,1.0,802.0,802.0,0.0,2010.0,370,2.0,1803963293.0,71.0,15002488.0,420.0,False
935,13,371,0,4,441.0,31.0,143.0,1.0,802.0,802.0,0.0,2010.0,370,2.0,1803963293.0,71.0,15002488.0,420.0,False
308,13,400,1,4,441.0,30.0,143.0,1.0,629.0,623.0,0.0,1950.0,310,1.0,1848064064.0,52.0,10002241.0,0.0,False
643,13,404,1,4,441.0,30.0,143.0,1.0,629.0,623.0,0.0,1950.0,310,1.0,1848064064.0,52.0,10002241.0,0.0,False
309,12,1486,5,7,0.0,73.0,0.0,1.0,2488.0,2484.0,0.0,1996.0,190,0.0,2017564847.0,179.0,10004054.0,0.0,False
1134,12,1477,8,7,0.0,73.0,0.0,1.0,2488.0,2484.0,0.0,1996.0,190,0.0,2017564847.0,179.0,10004054.0,0.0,False
310,19,167,0,4,421.0,20.0,142.0,1.0,242.0,240.0,0.0,1934.0,350,0.0,1908667313.0,29.0,10002133.0,0.0,False
139,19,167,0,4,421.0,20.0,142.0,1.0,242.0,240.0,0.0,1934.0,350,0.0,1908667313.0,29.0,10002133.0,0.0,False
311,11,11497,37,4,422.0,99.0,132.0,1.0,19263.0,19001.0,11.0,1953.0,170,0.0,1883666301.0,60.0,10001516.0,0.0,True
145,11,11227,31,4,422.0,99.0,132.0,1.0,19263.0,19001.0,11.0,1953.0,170,0.0,1883666301.0,60.0,10001516.0,0.0,True
312,10,524,1,4,411.0,19.0,141.0,1.0,763.0,750.0,0.0,1951.0,330,15.0,1836668178.0,28.0,15000060.0,0.0,False
626,10,516,0,4,411.0,19.0,141.0,1.0,763.0,750.0,0.0,1951.0,330,15.0,1836668178.0,28.0,15000060.0,0.0,False
313,6,375,0,2,243.0,4.0,0.0,1.0,693.0,679.0,2.0,1948.0,330,15.0,2204176793.0,305.0,10004302.0,212.0,False
332,6,395,2,2,243.0,4.0,0.0,1.0,693.0,679.0,2.0,1948.0,330,15.0,2204176793.0,305.0,10004302.0,212.0,False
314,2,224,0,1,112.0,26.0,0.0,1.0,405.0,401.0,0.0,1955.0,310,2.0,1885762761.0,140.0,15000597.0,0.0,False
21,2,213,2,1,112.0,26.0,0.0,1.0,405.0,401.0,0.0,1955.0,310,2.0,1885762761.0,140.0,15000597.0,0.0,False
315,18,169,0,6,625.0,53.0,0.0,1.0,248.0,235.0,2.0,1963.0,330,15.0,2059542802.0,97.0,10001955.0,0.0,False
