,סמל ועדה,מצביעים,פסולים,מחוז,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2018,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה,מרחב משטרה,אשכול רשויות מקומיות,label
577,5,1179,2,2,233.0,66.0,0.0,2.0,2714.0,0.0,2712.0,1949.0,290,0.0,2398772793.0,89.0,10004394.0,213.0,False
363,5,1159,16,2,233.0,66.0,0.0,2.0,2714.0,0.0,2712.0,1949.0,290,0.0,2398772793.0,89.0,10004394.0,213.0,False
578,13,363,1,4,441.0,32.0,143.0,1.0,644.0,636.0,0.0,1950.0,310,10.0,1769063771.0,30.0,15002488.0,0.0,False
556,13,373,0,4,441.0,32.0,143.0,1.0,644.0,636.0,0.0,1950.0,310,10.0,1769063771.0,30.0,15002488.0,0.0,False
579,10,566,2,4,411.0,19.0,141.0,1.0,1222.0,1208.0,0.0,1939.0,310,10.0,1881168690.0,10.0,15000060.0,0.0,False
213,10,577,0,4,411.0,19.0,141.0,1.0,1222.0,1208.0,0.0,1939.0,310,10.0,1881168690.0,10.0,15000060.0,0.0,False
580,3,378,1,2,211.0,1.0,0.0,1.0,632.0,606.0,1.0,1942.0,330,15.0,2617578900.0,90.0,10004591.0,211.0,False
235,3,353,3,2,211.0,1.0,0.0,1.0,632.0,606.0,1.0,1942.0,330,15.0,2617578900.0,90.0,10004591.0,211.0,False
581,19,58330,220,4,421.0,0.0,131.0,1.0,100763.0,96850.0,178.0,1903.0,140,0.0,1919367644.0,32.0,10002133.0,410.0,True
1184,19,57976,214,4,421.0,0.0,131.0,1.0,100763.0,96850.0,178.0,1903.0,140,0.0,1919367644.0,32.0,10002133.0,410.0,True
582,17,34,0,6,614.0,36.0,0.0,1.0,275.0,202.0,16.0,1957.0,340,0.0,1632562022.0,50.0,10001821.0,0.0,False
68,17,35,0,6,614.0,36.0,0.0,1.0,275.0,202.0,16.0,1957.0,340,0.0,1632562022.0,50.0,10001821.0,0.0,False
583,11,777,0,4,422.0,20.0,142.0,1.0,1495.0,1481.0,0.0,1936.0,310,0.0,1930066489.0,36.0,10002116.0,0.0,False
159,11,807,3,4,422.0,20.0,142.0,1.0,1495.0,1481.0,0.0,1936.0,310,0.0,1930066489.0,36.0,10002116.0,0.0,False
584,17,532,0,6,614.0,37.0,0.0,1.0,704.0,685.0,1.0,1951.0,330,15.0,1555559925.0,79.0,10001829.0,620.0,False
629,17,501,0,6,614.0,37.0,0.0,1.0,704.0,685.0,1.0,1951.0,330,15.0,1555559925.0,79.0,10001829.0,620.0,False
585,2,369,2,7,0.0,76.0,445.0,1.0,1152.0,1112.0,40.0,1967.0,330,3.0,2110361745.0,883.0,15000586.0,0.0,False
1012,2,371,5,7,0.0,76.0,445.0,1.0,1152.0,1112.0,40.0,1967.0,330,3.0,2110361745.0,883.0,15000586.0,0.0,False
586,9,315,2,3,324.0,14.0,0.0,1.0,1020.0,1020.0,0.0,1933.0,310,2.0,2004671000.0,50.0,10004261.0,0.0,False
118,9,302,0,3,324.0,14.0,0.0,1.0,1020.0,1020.0,0.0,1933.0,310,2.0,2004671000.0,50.0,10004261.0,0.0,False
587,19,11185,72,4,422.0,0.0,142.0,2.0,23241.0,10.0,23205.0,1949.0,260,0.0,1976966909.0,30.0,15000658.0,410.0,True
452,19,10482,119,4,422.0,0.0,142.0,2.0,23241.0,10.0,23205.0,1949.0,260,0.0,1976966909.0,30.0,15000658.0,410.0,True
588,4,321,3,2,222.0,3.0,0.0,1.0,592.0,575.0,10.0,1946.0,310,1.0,2424073029.0,58.0,10004394.0,214.0,False
272,4,316,1,2,222.0,3.0,0.0,1.0,592.0,575.0,10.0,1946.0,310,1.0,2424073029.0,58.0,10004394.0,214.0,False
589,9,9264,32,3,323.0,99.0,0.0,2.0,18675.0,6.0,18649.0,1949.0,270,0.0,2050971240.0,70.0,10004233.0,0.0,True
460,9,8230,50,3,323.0,99.0,0.0,2.0,18675.0,6.0,18649.0,1949.0,270,0.0,2050971240.0,70.0,10004233.0,0.0,True
590,6,721,3,2,245.0,4.0,0.0,1.0,1365.0,1341.0,4.0,1949.0,330,15.0,2109877677.0,-2.0,10004302.0,212.0,False
411,6,737,2,2,245.0,4.0,0.0,1.0,1365.0,1341.0,4.0,1949.0,330,15.0,2109877677.0,-2.0,10004302.0,212.0,False
591,6,149,0,2,244.0,52.0,0.0,1.0,262.0,262.0,0.0,1967.0,310,1.0,2272977831.0,516.0,10004302.0,212.0,False
750,6,138,0,2,244.0,52.0,0.0,1.0,262.0,262.0,0.0,1967.0,310,1.0,2272977831.0,516.0,10004302.0,212.0,False
592,5,263,0,2,231.0,7.0,0.0,1.0,493.0,485.0,0.0,1938.0,330,15.0,2525770713.0,-251.0,10004568.0,214.0,False
194,5,252,0,2,231.0,7.0,0.0,1.0,493.0,485.0,0.0,1938.0,330,15.0,2525770713.0,-251.0,10004568.0,214.0,False
593,12,149,1,4,431.0,25.0,142.0,1.0,252.0,240.0,0.0,1977.0,310,1.0,2030464639.0,268.0,10002277.0,0.0,False
779,12,159,0,4,431.0,25.0,142.0,1.0,252.0,240.0,0.0,1977.0,310,1.0,2030464639.0,268.0,10002277.0,0.0,False
594,3,263,0,2,212.0,2.0,0.0,1.0,531.0,531.0,0.0,1949.0,310,2.0,2430876244.0,600.0,10004528.0,211.0,False
433,3,244,2,2,212.0,2.0,0.0,1.0,531.0,531.0,0.0,1949.0,310,2.0,2430876244.0,600.0,10004528.0,211.0,False
595,12,497,2,4,432.0,30.0,143.0,1.0,933.0,921.0,0.0,1950.0,310,6.0,1937164417.0,90.0,10002228.0,0.0,False
536,12,495,4,4,432.0,30.0,143.0,1.0,933.0,921.0,0.0,1950.0,310,6.0,1937164417.0,90.0,10002228.0,0.0,False
596,15,1238,3,5,511.0,99.0,121.0,1.0,1891.0,1816.0,10.0,1937.0,350,0.0,1833067703.0,24.0,10001605.0,0.0,False
172,15,1186,8,5,511.0,99.0,121.0,1.0,1891.0,1816.0,10.0,1937.0,350,0.0,1833067703.0,24.0,10001605.0,0.0,False
597,4,2439,2,2,222.0,99.0,0.0,1.0,4262.0,4155.0,13.0,1901.0,190,0.0,2397273250.0,20.0,10004394.0,214.0,False
26,4,2435,3,2,222.0,99.0,0.0,1.0,4262.0,4155.0,13.0,1901.0,190,0.0,2397273250.0,20.0,10004394.0,214.0,False
598,19,486,1,7,0.0,72.0,0.0,1.0,1238.0,1238.0,0.0,1978.0,370,2.0,2237366944.0,608.0,10003262.0,0.0,False
1028,19,496,0,7,0.0,72.0,0.0,1.0,1238.0,1238.0,0.0,1978.0,370,2.0,2237366944.0,608.0,10003262.0,0.0,False
599,3,292,0,2,213.0,55.0,0.0,1.0,528.0,523.0,0.0,1988.0,370,13.0,2571975949.0,54.0,10004540.0,211.0,False
876,3,318,1,2,213.0,55.0,0.0,1.0,528.0,523.0,0.0,1988.0,370,13.0,2571975949.0,54.0,10004540.0,211.0,False
600,3,296,1,2,212.0,2.0,0.0,1.0,492.0,492.0,0.0,1949.0,310,2.0,2440477148.0,771.0,10004528.0,211.0,False
465,3,310,0,2,212.0,2.0,0.0,1.0,492.0,492.0,0.0,1949.0,310,2.0,2440477148.0,771.0,10004528.0,211.0,False
601,13,144,0,4,441.0,29.0,143.0,1.0,496.0,496.0,0.0,1963.0,340,0.0,1738163628.0,50.0,10001821.0,420.0,False
730,13,139,0,4,441.0,29.0,143.0,1.0,496.0,496.0,0.0,1963.0,340,0.0,1738163628.0,50.0,10001821.0,420.0,False
602,9,502,1,3,322.0,15.0,243.0,1.0,758.0,737.0,10.0,1949.0,310,1.0,1993872799.0,63.0,10004333.0,0.0,False
412,9,504,0,3,322.0,15.0,243.0,1.0,758.0,737.0,10.0,1949.0,310,1.0,1993872799.0,63.0,10004333.0,0.0,False
603,18,82,1,6,622.0,38.0,0.0,1.0,157.0,139.0,10.0,1956.0,330,15.0,1317857105.0,83.0,10001893.0,620.0,False
729,18,69,2,6,622.0,38.0,0.0,1.0,157.0,139.0,10.0,1956.0,330,15.0,1317857105.0,83.0,10001893.0,620.0,False
604,12,1079,0,4,432.0,30.0,143.0,1.0,1730.0,1722.0,0.0,1984.0,350,0.0,1925563946.0,190.0,10002228.0,0.0,False
864,12,1075,1,4,432.0,30.0,143.0,1.0,1730.0,1722.0,0.0,1984.0,350,0.0,1925563946.0,190.0,10002228.0,0.0,False
605,2,443,1,7,0.0,76.0,0.0,1.0,1021.0,1019.0,0.0,1984.0,370,2.0,2096161296.0,860.0,15000586.0,0.0,False
1112,2,448,0,7,0.0,76.0,0.0,1.0,1021.0,1019.0,0.0,1984.0,370,2.0,2096161296.0,860.0,15000586.0,0.0,False
606,17,213,0,6,612.0,50.0,0.0,1.0,361.0,361.0,0.0,2016.0,370,0.0,1917960490.0,308.0,10001813.0,0.0,False
937,17,180,0,6,612.0,50.0,0.0,1.0,361.0,361.0,0.0,2016.0,370,0.0,1917960490.0,308.0,10001813.0,0.0,False
607,6,24537,167,2,242.0,0.0,0.0,1.0,46124.0,37330.0,1507.0,1964.0,160,0.0,2276275736.0,69.0,10004465.0,210.0,True
757,6,24549,233,2,242.0,0.0,0.0,1.0,46124.0,37330.0,1507.0,1964.0,160,0.0,2276275736.0,69.0,10004465.0,210.0,True
608,17,344,0,6,614.0,36.0,0.0,1.0,646.0,620.0,2.0,1950.0,330,15.0,1565861272.0,25.0,10001829.0,0.0,False
560,17,320,0,6,614.0,36.0,0.0,1.0,646.0,620.0,2.0,1950.0,330,15.0,1565861272.0,25.0,10001829.0,0.0,False
609,18,168,1,6,623.0,41.0,341.0,1.0,485.0,485.0,0.0,1980.0,330,15.0,1921858239.0,389.0,10001937.0,620.0,False
804,18,231,0,6,623.0,41.0,341.0,1.0,485.0,485.0,0.0,1980.0,330,15.0,1921858239.0,389.0,10001937.0,620.0,False
610,18,216,0,7,0.0,78.0,0.0,1.0,436.0,436.0,0.0,1981.0,320,11.0,2173959328.0,706.0,15003512.0,0.0,False
1074,18,204,0,7,0.0,78.0,0.0,1.0,436.0,436.0,0.0,1981.0,320,11.0,2173959328.0,706.0,15003512.0,0.0,False
611,6,333,0,2,243.0,56.0,0.0,1.0,710.0,704.0,0.0,1980.0,350,0.0,2271976075.0,524.0,15002358.0,210.0,False
813,6,326,1,2,243.0,56.0,0.0,1.0,710.0,704.0,0.0,1980.0,350,0.0,2271976075.0,524.0,15002358.0,210.0,False
612,4,382,2,2,222.0,3.0,0.0,1.0,620.0,620.0,0.0,1949.0,330,3.0,2417174366.0,278.0,10004552.0,214.0,False
415,4,388,1,2,222.0,3.0,0.0,1.0,620.0,620.0,0.0,1949.0,330,3.0,2417174366.0,278.0,10004552.0,214.0,False
613,4,240,0,2,214.0,2.0,0.0,1.0,430.0,418.0,1.0,1982.0,310,1.0,2466175214.0,-110.0,10004552.0,211.0,False
831,4,226,0,2,214.0,2.0,0.0,1.0,430.0,418.0,1.0,1982.0,310,1.0,2466175214.0,-110.0,10004552.0,211.0,False
614,18,338,3,6,623.0,41.0,341.0,1.0,529.0,517.0,1.0,1952.0,330,15.0,1875358757.0,440.0,10001937.0,620.0,False
961,18,302,0,6,623.0,41.0,341.0,1.0,529.0,517.0,1.0,1952.0,330,15.0,1875358757.0,440.0,10001937.0,620.0,False
615,3,496,2,2,211.0,1.0,0.0,1.0,879.0,827.0,2.0,1945.0,330,15.0,2607878299.0,76.0,10004591.0,211.0,False
266,3,470,2,2,211.0,1.0,0.0,1.0,879.0,827.0,2.0,1945.0,330,15.0,2607878299.0,76.0,10004591.0,211.0,False
616,9,470,1,3,324.0,14.0,0.0,1.0,992.0,981.0,0.0,1949.0,330,15.0,2010970013.0,40.0,15002436.0,0.0,False
512,9,466,3,3,324.0,14.0,0.0,1.0,992.0,981.0,0.0,1949.0,330,15.0,2010970013.0,40.0,15002436.0,0.0,False
617,18,3753,6,6,623.0,99.0,341.0,1.0,6350.0,6048.0,179.0,1985.0,180,0.0,1822358650.0,267.0,10001946.0,0.0,False
868,18,3729,9,6,623.0,99.0,341.0,1.0,6350.0,6048.0,179.0,1985.0,180,0.0,1822358650.0,267.0,10001946.0,0.0,False
618,12,34612,292,4,432.0,0.0,133.0,4.0,75726.0,46488.0,23136.0,1948.0,150,0.0,1895465097.0,40.0,10002261.0,0.0,True
1185,12,32369,370,4,432.0,0.0,133.0,4.0,75726.0,46488.0,23136.0,1948.0,150,0.0,1895465097.0,40.0,10002261.0,0.0,True
619,2,357,1,1,112.0,26.0,0.0,1.0,763.0,750.0,2.0,1955.0,310,1.0,1893262158.0,170.0,15000597.0,0.0,False
29,2,340,1,1,112.0,26.0,0.0,1.0,763.0,750.0,2.0,1955.0,310,1.0,1893262158.0,170.0,15000597.0,0.0,False
620,6,415,0,2,245.0,4.0,241.0,1.0,685.0,674.0,0.0,1949.0,330,15.0,2094776315.0,13.0,10004302.0,212.0,False
425,6,416,1,2,245.0,4.0,241.0,1.0,685.0,674.0,0.0,1949.0,330,15.0,2094776315.0,13.0,10004302.0,212.0,False
621,6,357,1,2,242.0,56.0,0.0,1.0,765.0,711.0,46.0,1978.0,330,15.0,2338475416.0,262.0,10004513.0,210.0,False
783,6,356,0,2,242.0,56.0,0.0,1.0,765.0,711.0,46.0,1978.0,330,15.0,2338475416.0,262.0,10004513.0,210.0,False
622,18,87,0,6,625.0,53.0,0.0,1.0,200.0,173.0,0.0,1983.0,330,15.0,2081943320.0,118.0,10001955.0,0.0,False
855,18,90,0,6,625.0,53.0,0.0,1.0,200.0,173.0,0.0,1983.0,330,15.0,2081943320.0,118.0,10001955.0,0.0,False
623,6,389,3,2,245.0,4.0,241.0,1.0,691.0,658.0,5.0,1949.0,310,1.0,2108977386.0,0.0,10004302.0,212.0,False
473,6,396,0,2,245.0,4.0,241.0,1.0,691.0,658.0,5.0,1949.0,310,1.0,2108977386.0,0.0,10004302.0,212.0,False
624,17,462,0,6,612.0,50.0,0.0,1.0,743.0,739.0,0.0,1955.0,310,1.0,1850660773.0,219.0,10001813.0,0.0,False
10,17,465,2,6,612.0,50.0,0.0,1.0,743.0,739.0,0.0,1955.0,310,1.0,1850660773.0,219.0,10001813.0,0.0,False
625,12,1331,1,4,431.0,25.0,142.0,1.0,2459.0,2435.0,0.0,1996.0,190,0.0,2032064717.0,238.0,10002277.0,0.0,False
891,12,1376,2,4,431.0,25.0,142.0,1.0,2459.0,2435.0,0.0,1996.0,190,0.0,2032064717.0,238.0,10002277.0,0.0,False
626,6,95,0,2,243.0,52.0,0.0,1.0,116.0,114.0,1.0,1978.0,310,1.0,2248276267.0,447.0,10004484.0,212.0,False
785,6,96,0,2,243.0,52.0,0.0,1.0,116.0,114.0,1.0,1978.0,310,1.0,2248276267.0,447.0,10004484.0,212.0,False
627,18,3797,24,6,623.0,99.0,341.0,2.0,13394.0,0.0,13389.0,1949.0,270,0.0,1873558142.0,350.0,10001937.0,620.0,False
710,18,3453,27,6,623.0,99.0,341.0,2.0,13394.0,0.0,13389.0,1949.0,270,0.0,1873558142.0,350.0,10001937.0,620.0,False
628,9,711,2,3,324.0,14.0,0.0,1.0,1366.0,1348.0,0.0,1953.0,310,1.0,2007970341.0,27.0,15002436.0,0.0,False
983,9,697,2,3,324.0,14.0,0.0,1.0,1366.0,1348.0,0.0,1953.0,310,1.0,2007970341.0,27.0,15002436.0,0.0,False
629,9,54,2,3,322.0,15.0,0.0,1.0,286.0,187.0,38.0,1923.0,340,0.0,1975772192.0,63.0,10004333.0,0.0,False
64,9,63,1,3,322.0,15.0,0.0,1.0,286.0,187.0,38.0,1923.0,340,0.0,1975772192.0,63.0,10004333.0,0.0,False
630,2,462,0,1,111.0,26.0,444.0,1.0,952.0,947.0,0.0,1950.0,320,9.0,2101162547.0,734.0,15000597.0,0.0,False
562,2,446,0,1,111.0,26.0,444.0,1.0,952.0,947.0,0.0,1950.0,320,9.0,2101162547.0,734.0,15000597.0,0.0,False
631,9,210,2,7,0.0,72.0,0.0,1.0,403.0,397.0,0.0,1978.0,370,11.0,2166670298.0,240.0,10003262.0,0.0,False
1025,9,192,0,7,0.0,72.0,0.0,1.0,403.0,397.0,0.0,1978.0,370,11.0,2166670298.0,240.0,10003262.0,0.0,False
632,12,1007,2,7,0.0,73.0,0.0,1.0,2650.0,2650.0,0.0,1970.0,192,0.0,2034763956.0,230.0,10004054.0,0.0,False
1079,12,986,3,7,0.0,73.0,0.0,1.0,2650.0,2650.0,0.0,1970.0,192,0.0,2034763956.0,230.0,10004054.0,0.0,False
633,4,266,0,2,294.0,71.0,0.0,1.0,434.0,424.0,0.0,1968.0,330,15.0,2616873804.0,331.0,10004579.0,211.0,False
1164,4,274,0,2,294.0,71.0,0.0,1.0,434.0,424.0,0.0,1968.0,330,15.0,2616873804.0,331.0,10004579.0,211.0,False
634,12,99,1,4,431.0,25.0,142.0,1.0,254.0,254.0,0.0,1964.0,370,8.0,1989164897.0,190.0,10002277.0,0.0,False
759,12,107,1,4,431.0,25.0,142.0,1.0,254.0,254.0,0.0,1964.0,370,8.0,1989164897.0,190.0,10002277.0,0.0,False
635,18,669,2,6,621.0,42.0,0.0,1.0,1217.0,1201.0,1.0,1958.0,350,0.0,1671959544.0,160.0,10001930.0,620.0,False
724,18,641,4,6,621.0,42.0,0.0,1.0,1217.0,1201.0,1.0,1958.0,350,0.0,1671959544.0,160.0,10001930.0,620.0,False
636,18,240,0,6,622.0,38.0,0.0,1.0,427.0,421.0,0.0,1950.0,310,1.0,1435757236.0,118.0,10001893.0,620.0,False
617,18,247,0,6,622.0,38.0,0.0,1.0,427.0,421.0,0.0,1950.0,310,1.0,1435757236.0,118.0,10001893.0,620.0,False
637,17,284,2,6,614.0,36.0,0.0,1.0,484.0,477.0,0.0,1949.0,310,6.0,1599161459.0,48.0,10001829.0,0.0,False
405,17,274,0,6,614.0,36.0,0.0,1.0,484.0,477.0,0.0,1949.0,310,6.0,1599161459.0,48.0,10001829.0,0.0,False
638,2,13589,30,1,111.0,99.0,444.0,1.0,23962.0,23114.0,98.0,1951.0,160,0.0,2144363412.0,583.0,10002475.0,0.0,False
692,2,13582,43,1,111.0,99.0,444.0,1.0,23962.0,23114.0,98.0,1951.0,160,0.0,2144363412.0,583.0,10002475.0,0.0,True
639,6,7951,24,2,242.0,99.0,0.0,2.0,15292.0,5.0,15272.0,1949.0,270,0.0,2241375845.0,45.0,15002358.0,210.0,False
365,6,7246,26,2,242.0,99.0,0.0,2.0,15292.0,5.0,15272.0,1949.0,270,0.0,2241375845.0,45.0,15002358.0,210.0,False
640,3,164,1,2,291.0,99.0,0.0,2.0,11044.0,0.0,11044.0,1949.0,270,0.0,2721779660.0,950.0,10004579.0,211.0,False
1162,3,175,0,2,291.0,99.0,0.0,2.0,11044.0,0.0,11044.0,1949.0,270,0.0,2721779660.0,950.0,10004579.0,211.0,False
641,4,8706,83,2,222.0,99.0,0.0,2.0,22609.0,11.0,22589.0,1949.0,260,0.0,2388975470.0,-5.0,10004552.0,214.0,True
342,4,8370,99,2,222.0,99.0,0.0,2.0,22609.0,11.0,22589.0,1949.0,260,0.0,2388975470.0,-5.0,10004552.0,214.0,True
642,9,572,1,3,321.0,15.0,223.0,1.0,1329.0,1309.0,0.0,1949.0,310,1.0,1964273727.0,5.0,10004710.0,0.0,False
488,9,613,0,3,321.0,15.0,223.0,1.0,1329.0,1309.0,0.0,1949.0,310,1.0,1964273727.0,5.0,10004710.0,0.0,False
643,4,936,2,2,221.0,99.0,0.0,1.0,1941.0,1835.0,49.0,1910.0,350,0.0,2475774923.0,-215.0,10004552.0,214.0,False
38,4,914,4,2,221.0,99.0,0.0,1.0,1941.0,1835.0,49.0,1910.0,350,0.0,2475774923.0,-215.0,10004552.0,214.0,False
644,5,13528,86,2,237.0,0.0,0.0,1.0,25636.0,22966.0,8.0,1952.0,160,0.0,2231073152.0,102.0,10004411.0,213.0,True
653,5,13504,117,2,237.0,0.0,0.0,1.0,25636.0,22966.0,8.0,1952.0,160,0.0,2231073152.0,102.0,10004411.0,213.0,True
645,2,164,1,7,0.0,76.0,445.0,1.0,574.0,573.0,0.0,1977.0,330,3.0,2135961641.0,922.0,15000586.0,0.0,False
1018,2,166,1,7,0.0,76.0,445.0,1.0,574.0,573.0,0.0,1977.0,330,3.0,2135961641.0,922.0,15000586.0,0.0,False
646,19,182,1,7,0.0,72.0,0.0,1.0,368.0,353.0,0.0,1983.0,370,11.0,2324566631.0,761.0,10003262.0,0.0,False
1102,19,168,1,7,0.0,72.0,0.0,1.0,368.0,353.0,0.0,1983.0,370,11.0,2324566631.0,761.0,10003262.0,0.0,False
647,5,472,0,2,234.0,13.0,0.0,1.0,855.0,831.0,0.0,1949.0,330,15.0,2171172064.0,140.0,10004394.0,213.0,False
416,5,466,1,2,234.0,13.0,0.0,1.0,855.0,831.0,0.0,1949.0,330,15.0,2171172064.0,140.0,10004394.0,213.0,False
648,9,627,1,3,324.0,14.0,0.0,1.0,1154.0,1144.0,0.0,1953.0,330,15.0,2033769910.0,59.0,15002436.0,0.0,False
261,9,642,0,3,324.0,14.0,0.0,1.0,1154.0,1144.0,0.0,1953.0,330,15.0,2033769910.0,59.0,15002436.0,0.0,False
649,18,333,0,6,622.0,38.0,0.0,1.0,537.0,488.0,10.0,1949.0,330,15.0,1454357893.0,109.0,10001893.0,620.0,False
493,18,332,2,6,622.0,38.0,0.0,1.0,537.0,488.0,10.0,1949.0,330,15.0,1454357893.0,109.0,10001893.0,620.0,False
650,5,315,0,2,234.0,8.0,0.0,1.0,667.0,539.0,0.0,1976.0,310,1.0,2291471412.0,79.0,10004394.0,213.0,False
770,5,308,0,2,234.0,8.0,0.0,1.0,667.0,539.0,0.0,1976.0,310,1.0,2291471412.0,79.0,10004394.0,213.0,False
651,11,532,2,4,422.0,20.0,132.0,1.0,1067.0,1063.0,2.0,1949.0,310,10.0,1906066152.0,40.0,10002116.0,0.0,False
519,11,528,1,4,422.0,20.0,132.0,1.0,1067.0,1063.0,2.0,1949.0,310,10.0,1906066152.0,40.0,10002116.0,0.0,False
652,5,412,1,2,234.0,13.0,0.0,1.0,775.0,755.0,0.0,1952.0,310,1.0,2151572230.0,99.0,10004394.0,213.0,False
964,5,402,0,2,234.0,13.0,0.0,1.0,775.0,755.0,0.0,1952.0,310,1.0,2151572230.0,99.0,10004394.0,213.0,False
653,18,804,2,6,626.0,48.0,0.0,1.0,1961.0,1870.0,2.0,1965.0,350,0.0,1790952918.0,418.0,10001918.0,610.0,False
758,18,817,4,6,626.0,48.0,0.0,1.0,1961.0,1870.0,2.0,1965.0,350,0.0,1790952918.0,418.0,10001918.0,610.0,False
654,12,24027,374,7,0.0,0.0,0.0,1.0,73080.0,73071.0,0.0,1996.0,150,0.0,2042664879.0,228.0,10004054.0,0.0,True
1132,12,23639,472,7,0.0,0.0,0.0,1.0,73080.0,73071.0,0.0,1996.0,150,0.0,2042664879.0,228.0,10004054.0,0.0,True
655,12,47859,149,4,431.0,0.0,142.0,1.0,92406.0,90449.0,25.0,1986.0,150,0.0,2012964476.0,100.0,10002277.0,0.0,True
806,12,47408,137,4,431.0,0.0,142.0,1.0,92406.0,90449.0,25.0,1986.0,150,0.0,2012964476.0,100.0,10002277.0,0.0,True
656,5,601,0,2,233.0,8.0,0.0,1.0,1067.0,1058.0,1.0,1937.0,320,1.0,2416172136.0,44.0,10004394.0,213.0,False
174,5,576,3,2,233.0,8.0,0.0,1.0,1067.0,1058.0,1.0,1937.0,320,1.0,2416172136.0,44.0,10004394.0,213.0,False
657,2,662,1,1,111.0,26.0,444.0,1.0,1169.0,1140.0,1.0,1933.0,350,0.0,2150263345.0,567.0,10002475.0,0.0,False
135,2,642,0,1,111.0,26.0,444.0,1.0,1169.0,1140.0,1.0,1933.0,350,0.0,2150263345.0,567.0,10002475.0,0.0,False
658,5,1558,6,2,234.0,8.0,0.0,2.0,4030.0,3.0,4027.0,1949.0,290,0.0,2280771334.0,80.0,10004394.0,213.0,False
453,5,1273,12,2,234.0,8.0,0.0,2.0,4030.0,3.0,4027.0,1949.0,290,0.0,2280771334.0,80.0,10004394.0,213.0,False
659,6,252,0,2,242.0,56.0,0.0,1.0,458.0,445.0,4.0,1977.0,330,15.0,2371675853.0,274.0,10004465.0,210.0,False
777,6,257,2,2,242.0,56.0,0.0,1.0,458.0,445.0,4.0,1977.0,330,15.0,2371675853.0,274.0,10004465.0,210.0,False
660,6,763,2,2,241.0,56.0,241.0,1.0,1455.0,1455.0,0.0,1981.0,370,11.0,2221774795.0,250.0,10004513.0,210.0,False
790,6,761,1,2,241.0,56.0,241.0,1.0,1455.0,1455.0,0.0,1981.0,370,11.0,2221774795.0,250.0,10004513.0,210.0,False
661,11,618,2,4,422.0,25.0,142.0,1.0,1334.0,1325.0,0.0,1949.0,310,1.0,1931066207.0,41.0,10002116.0,0.0,False
434,11,610,2,4,422.0,25.0,142.0,1.0,1334.0,1325.0,0.0,1949.0,310,1.0,1931066207.0,41.0,10002116.0,0.0,False
662,13,8116,37,4,441.0,99.0,143.0,1.0,14680.0,14473.0,10.0,1883.0,170,0.0,1852963987.0,53.0,10002241.0,0.0,True
13,13,7973,28,4,441.0,99.0,143.0,1.0,14680.0,14473.0,10.0,1883.0,170,0.0,1852963987.0,53.0,10002241.0,0.0,False
663,5,498,1,2,234.0,9.0,0.0,1.0,772.0,749.0,1.0,1923.0,330,15.0,2271472850.0,90.0,10004394.0,213.0,False
66,5,488,1,2,234.0,9.0,0.0,1.0,772.0,749.0,1.0,1923.0,330,15.0,2271472850.0,90.0,10004394.0,213.0,False
664,6,2238,10,2,245.0,99.0,241.0,2.0,3857.0,6.0,3849.0,1949.0,290,0.0,2095476542.0,9.0,10004302.0,212.0,False
366,6,2008,12,2,245.0,99.0,241.0,2.0,3857.0,6.0,3849.0,1949.0,290,0.0,2095476542.0,9.0,10004302.0,212.0,False
665,5,256,0,7,0.0,75.0,0.0,1.0,575.0,574.0,0.0,1968.0,310,2.0,2486669693.0,-191.0,10003262.0,0.0,False
1036,5,262,0,7,0.0,75.0,0.0,1.0,575.0,574.0,0.0,1968.0,310,2.0,2486669693.0,-191.0,10003262.0,0.0,False
666,13,99,0,4,442.0,27.0,143.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,1710064600.0,0.0,15002488.0,0.0,False
940,13,90,0,4,442.0,27.0,143.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,1710064600.0,0.0,15002488.0,0.0,False
667,18,96,0,6,626.0,48.0,0.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,1680051800.0,0.0,10001918.0,610.0,False
946,18,85,0,6,626.0,48.0,0.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,1680051800.0,0.0,10001918.0,610.0,False
668,5,95,1,2,234.0,9.0,0.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,2170073000.0,0.0,10004411.0,213.0,False
942,5,91,1,2,234.0,9.0,0.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,2170073000.0,0.0,10004411.0,213.0,False
669,18,74,0,6,627.0,53.0,0.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,1930042700.0,0.0,10001955.0,0.0,False
945,18,71,0,6,627.0,53.0,0.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,1930042700.0,0.0,10001955.0,0.0,False
670,18,164,1,6,622.0,42.0,0.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,1690057000.0,0.0,10001900.0,620.0,False
944,18,147,1,6,622.0,42.0,0.0,0.0,7307.0,0.0,0.0,1949.0,510,0.0,1690057000.0,0.0,10001900.0,620.0,False
